,carat,cut,color,clarity,depth,table,x,y,z,clarity_scale,price_predict
2376,0.4,Ideal,D,VS2,61.3,56.0,4.74,4.79,2.92,6,1065.6546603499764
2377,0.5,Ideal,F,SI2,61.6,57.0,5.14,5.08,3.15,4,1580.7145037761684
2378,0.72,Ideal,E,SI1,62.3,57.0,5.7,5.76,3.57,5,2713.8461593137913
2379,0.7,Ideal,G,VS2,60.0,57.0,5.8,5.84,3.49,6,2610.8341906285527
2380,0.32,Very Good,D,VVS1,61.9,54.0,4.42,4.46,2.75,9,653.6067856090224
2381,0.32,Premium,H,VVS1,61.5,59.0,4.37,4.41,2.7,9,653.6067856090224
2382,0.32,Ideal,E,SI1,61.6,54.0,4.42,4.45,2.73,5,653.6067856090224
2383,0.41,Premium,E,SI2,62.9,58.0,4.77,4.74,2.99,4,1117.1606446925953
2384,0.3,Very Good,G,VS2,63.0,56.0,4.27,4.3,2.7,6,550.5948169237838
2385,0.41,Premium,E,VVS1,60.7,58.0,4.8,4.86,2.93,9,1117.1606446925953
2386,0.4,Good,E,SI1,63.6,57.0,4.65,4.69,2.97,5,1065.6546603499764
2387,0.8,Ideal,D,SI1,61.7,56.0,5.96,6.0,3.69,5,3125.8940340547456
2388,0.3,Very Good,H,SI1,62.9,58.0,4.24,4.28,2.68,5,550.5948169237838
2389,0.51,Very Good,G,VS2,61.2,55.0,5.13,5.16,3.15,6,1632.2204881187877
2390,0.35,Good,E,VS2,57.8,60.0,4.64,4.67,2.69,6,808.12473863688
2391,0.58,Ideal,I,VVS1,62.3,53.0,5.38,5.4,3.36,9,1992.7623785171218
2392,0.52,Ideal,I,VS2,61.9,58.0,5.14,5.17,3.19,6,1683.726472461407
2393,0.33,Premium,I,VS2,61.0,61.0,4.46,4.43,2.71,6,705.1127699516417
2394,0.8,Ideal,H,SI2,62.4,57.0,5.91,5.83,3.66,4,3125.8940340547456
2395,0.37,Ideal,D,VS2,61.3,56.0,4.6,4.64,2.83,6,911.1367073221186
2396,0.32,Premium,E,VVS1,61.8,59.0,4.35,4.39,2.7,9,653.6067856090224
2397,0.41,Ideal,F,VS2,61.9,56.0,4.76,4.74,2.94,6,1117.1606446925953
2398,0.71,Premium,E,SI1,62.7,56.0,5.71,5.64,3.56,5,2662.340174971172
2399,0.9,Very Good,D,SI1,63.5,57.0,6.15,6.11,3.89,5,3640.9538774809375
2400,0.6,Premium,D,SI2,62.0,57.0,5.43,5.35,3.34,4,2095.7743472023603
2401,0.47,Good,H,VS1,65.1,59.0,4.81,4.87,3.15,7,1426.1965507483105
2402,0.38,Ideal,I,VS1,62.3,55.0,4.63,4.66,2.89,7,962.6426916647376
2403,0.3,Premium,G,VS1,61.8,59.0,4.34,4.37,2.69,7,550.5948169237838
2404,0.92,Premium,E,SI2,61.7,59.0,6.27,6.18,3.84,4,3743.965846166176
2405,0.31,Good,G,VS2,63.4,59.0,4.29,4.32,2.73,6,602.1008012664031
2406,0.3,Premium,I,VS1,60.8,59.0,4.32,4.3,2.62,7,550.5948169237838
2407,0.9,Good,G,VVS1,64.0,55.0,6.05,6.02,3.86,9,3640.9538774809375
2408,0.36,Premium,D,VS2,61.0,58.0,4.62,4.59,2.81,6,859.6307229794993
2409,0.7,Fair,F,SI2,64.8,57.0,5.65,5.59,3.64,4,2610.8341906285527
2410,0.32,Ideal,G,VS2,61.4,55.0,4.46,4.4,2.72,6,653.6067856090224
2411,0.33,Ideal,G,SI2,62.9,55.0,4.46,4.41,2.79,4,705.1127699516417
2412,0.32,Premium,G,VS2,60.1,61.0,4.44,4.41,2.66,6,653.6067856090224
2413,0.3,Ideal,G,IF,62.3,54.0,4.32,4.35,2.7,10,550.5948169237838
2414,0.57,Ideal,F,SI2,61.0,56.0,5.37,5.32,3.26,4,1941.2563941745025
2415,0.5,Ideal,E,VS2,61.4,55.0,5.12,5.14,3.15,6,1580.7145037761684
2416,0.51,Ideal,G,VVS2,62.6,57.0,5.1,5.12,3.2,8,1632.2204881187877
2417,0.25,Very Good,D,VS1,62.1,60.0,4.03,4.05,2.51,7,293.06489521068784
2418,0.53,Ideal,G,SI2,62.4,56.0,5.18,5.14,3.22,4,1735.2324568040262
2419,0.33,Ideal,E,VS1,61.5,56.0,4.45,4.5,2.75,7,705.1127699516417
2420,0.6,Good,G,SI1,65.3,56.0,5.21,5.26,3.42,5,2095.7743472023603
2421,0.4,Premium,F,SI1,62.6,59.0,4.74,4.68,2.95,5,1065.6546603499764
2422,0.86,Very Good,H,SI1,59.7,59.0,6.14,6.23,3.69,5,3434.9299401104604
2423,0.56,Ideal,H,VVS1,62.3,55.0,5.26,5.3,3.29,9,1889.750409831884
2424,0.52,Ideal,F,SI2,60.9,57.0,5.22,5.2,3.17,4,1683.726472461407
2425,0.3,Good,I,SI1,63.3,59.0,4.22,4.25,2.68,5,550.5948169237838
2426,0.91,Premium,D,VS2,62.7,59.0,6.16,6.13,3.85,6,3692.4598618235564
2427,0.39,Ideal,G,VVS2,62.1,56.0,4.67,4.7,2.91,8,1014.1486760073569
2428,0.32,Ideal,G,VVS1,61.8,56.0,4.39,4.41,2.72,9,653.6067856090224
2429,0.53,Premium,D,SI2,59.3,61.0,5.29,5.26,3.13,4,1735.2324568040262
2430,0.38,Premium,F,SI1,62.0,58.0,4.6,4.63,2.86,5,962.6426916647376
2431,0.56,Ideal,E,SI1,61.7,56.0,5.33,5.3,3.28,5,1889.750409831884
2432,0.44,Very Good,D,VS2,62.8,58.0,4.79,4.86,3.03,6,1271.6785977204531
2433,0.3,Good,F,SI2,63.4,56.0,4.26,4.29,2.71,4,550.5948169237838
2434,0.29,Premium,F,SI1,62.4,58.0,4.24,4.26,2.65,5,499.0888325811645
2435,0.31,Premium,F,VS2,58.3,61.0,4.48,4.44,2.6,6,602.1008012664031
2436,0.36,Ideal,F,VS2,60.9,57.0,4.61,4.58,2.8,6,859.6307229794993
2437,0.41,Ideal,H,VVS1,61.4,56.0,4.77,4.8,2.94,9,1117.1606446925953
2438,0.76,Very Good,H,SI1,61.4,57.0,5.89,5.94,3.63,5,2919.870096684268
2439,0.72,Ideal,E,SI1,62.0,57.0,5.7,5.75,3.55,5,2713.8461593137913
2440,0.37,Ideal,F,VS2,61.7,55.0,4.61,4.73,2.88,6,911.1367073221186
2441,0.4,Good,F,I1,63.3,60.4,4.64,4.68,2.95,1,1065.6546603499764
2442,0.7,Premium,J,VS1,62.0,58.0,5.68,5.74,3.54,7,2610.8341906285527
2443,0.31,Ideal,G,IF,61.2,55.0,4.4,4.42,2.7,10,602.1008012664031
2444,0.31,Ideal,D,SI1,61.5,56.0,4.35,4.33,2.67,5,602.1008012664031
2445,0.54,Ideal,F,VS2,61.4,57.0,5.2,5.25,3.21,6,1786.7384411466455
2446,0.38,Very Good,E,SI2,61.6,57.0,4.61,4.65,2.85,4,962.6426916647376
2447,0.7,Very Good,F,SI1,62.4,56.0,5.64,5.7,3.54,5,2610.8341906285527
2448,0.32,Ideal,E,VS2,62.6,53.0,4.38,4.37,2.74,6,653.6067856090224
2449,0.3,Ideal,E,VS2,62.5,56.0,4.3,4.28,2.68,6,550.5948169237838
2450,0.72,Ideal,I,VVS2,62.2,54.0,5.73,5.78,3.58,8,2713.8461593137913
2451,0.42,Very Good,E,VS1,62.8,57.8,4.8,4.83,3.03,7,1168.6666290352146
2452,0.9,Very Good,I,SI1,61.8,58.0,6.2,6.26,3.85,5,3640.9538774809375
2453,0.7,Good,E,SI1,63.6,62.0,5.57,5.6,3.55,5,2610.8341906285527
2454,0.52,Ideal,G,VVS1,60.7,55.0,5.19,5.29,3.18,9,1683.726472461407
2455,0.43,Premium,H,VS1,60.0,59.0,4.86,4.98,2.95,7,1220.1726133778338
2456,0.31,Ideal,E,SI1,60.1,57.0,4.36,4.39,2.63,5,602.1008012664031
2457,0.31,Very Good,F,VS1,60.9,56.0,4.37,4.38,2.66,7,602.1008012664031
2458,0.3,Premium,F,VS2,62.2,60.0,4.27,4.22,2.64,6,550.5948169237838
2459,0.85,Ideal,E,VS1,63.0,57.0,6.08,5.99,3.8,7,3383.4239557678407
2460,0.28,Very Good,G,VS2,62.0,56.0,4.16,4.19,2.59,6,447.5828482385457
2461,0.32,Ideal,H,SI1,61.2,56.0,4.43,4.46,2.72,5,653.6067856090224
2462,0.33,Very Good,H,VVS2,61.9,56.0,4.44,4.47,2.76,8,705.1127699516417
2463,0.75,Very Good,D,VVS2,59.4,59.0,5.88,5.94,3.51,8,2868.3641123416487
2464,0.36,Ideal,I,VS1,60.5,57.0,4.56,4.59,2.77,7,859.6307229794993
2465,0.32,Premium,G,VS1,60.6,60.0,4.4,4.44,2.68,7,653.6067856090224
2466,0.91,Ideal,F,SI2,62.2,56.0,6.17,6.14,3.83,4,3692.4598618235564
2467,0.39,Ideal,E,VS1,62.3,54.4,4.66,4.69,2.91,7,1014.1486760073569
2468,0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23,8,1889.750409831884
2469,0.24,Ideal,I,VS1,62.0,56.0,4.0,4.01,2.48,7,241.55891086806855
2470,0.31,Premium,H,SI2,59.5,59.0,4.39,4.45,2.63,4,602.1008012664031
2471,0.42,Ideal,G,VS1,61.9,56.0,4.77,4.82,2.97,7,1168.6666290352146
2472,0.32,Ideal,G,SI2,62.2,53.0,4.4,4.44,2.75,4,653.6067856090224
2473,0.5,Premium,E,VS2,60.5,60.0,5.09,5.13,3.09,6,1580.7145037761684
2474,0.54,Ideal,H,VS1,61.6,59.0,5.22,5.24,3.22,7,1786.7384411466455
2475,0.3,Ideal,G,VVS2,62.7,57.0,4.32,4.26,2.69,8,550.5948169237838
2476,0.77,Ideal,D,VS2,61.3,56.0,5.87,5.9,3.61,6,2971.3760810268873
2477,0.76,Very Good,G,VS2,61.1,57.0,5.84,5.95,3.6,6,2919.870096684268
2478,0.33,Premium,I,VS1,61.1,59.0,4.44,4.47,2.72,7,705.1127699516417
2479,0.5,Ideal,H,SI1,62.2,53.0,5.06,5.14,3.17,5,1580.7145037761684
2480,0.28,Very Good,F,VVS2,61.6,56.0,4.2,4.23,2.59,8,447.5828482385457
2481,0.31,Very Good,H,VVS2,62.6,56.0,4.33,4.36,2.72,8,602.1008012664031
2482,0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16,6,1632.2204881187877
2483,0.43,Ideal,G,SI1,62.6,56.0,4.79,4.82,3.01,5,1220.1726133778338
2484,0.77,Very Good,H,VS1,62.2,57.0,5.81,5.86,3.63,7,2971.3760810268873
2485,0.9,Good,F,SI2,64.2,62.0,6.0,6.08,3.88,4,3640.9538774809375
2486,0.52,Very Good,E,SI1,62.8,57.0,5.09,5.13,3.21,5,1683.726472461407
2487,0.31,Ideal,H,VS2,61.9,55.0,4.38,4.35,2.7,6,602.1008012664031
2488,0.33,Premium,G,VS2,61.3,59.0,4.46,4.44,2.73,6,705.1127699516417
2489,0.82,Ideal,H,VS1,61.5,56.0,6.0,6.04,3.7,7,3228.9060027399833
2490,0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,7,1683.726472461407
2491,0.34,Good,E,SI1,63.5,55.0,4.44,4.47,2.83,5,756.618754294261
2492,0.7,Fair,J,VS2,64.6,58.0,5.58,5.56,3.6,6,2610.8341906285527
2493,0.4,Premium,E,SI2,60.5,59.0,4.74,4.78,2.88,4,1065.6546603499764
2494,0.71,Good,E,SI2,58.8,63.0,5.75,5.88,3.42,4,2662.340174971172
2495,0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,6,602.1008012664031
2496,0.37,Premium,E,VS2,63.0,58.0,4.58,4.53,2.87,6,911.1367073221186
2497,0.57,Very Good,I,SI1,61.1,61.0,5.34,5.37,3.27,5,1941.2563941745025
2498,0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,5,1065.6546603499764
2499,0.36,Ideal,E,VS2,62.1,55.0,4.54,4.58,2.83,6,859.6307229794993
2500,0.3,Premium,E,IF,61.9,58.0,4.3,4.26,2.65,10,550.5948169237838
2501,0.57,Very Good,F,VS1,63.2,56.0,5.27,5.31,3.34,7,1941.2563941745025
2502,0.9,Very Good,H,SI1,58.7,59.0,6.3,6.35,3.71,5,3640.9538774809375
2503,0.51,Ideal,H,VVS2,60.1,57.0,5.19,5.22,3.12,8,1632.2204881187877
2504,0.27,Very Good,E,VVS2,61.7,58.0,4.12,4.15,2.55,8,396.0768638959264
2505,0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,5,2610.8341906285527
2506,0.5,Very Good,F,VS2,63.0,58.0,5.05,5.08,3.19,6,1580.7145037761684
2507,0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,7,1065.6546603499764
2508,0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,7,2662.340174971172
2509,0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,7,1220.1726133778338
2510,0.31,Ideal,F,VS2,62.6,57.0,4.29,4.33,2.7,6,602.1008012664031
2511,0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,7,1220.1726133778338
2512,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,7,1735.2324568040262
2513,0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,5,2919.870096684268
2514,0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,6,2044.268362859741
2515,0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94,8,1168.6666290352146
2516,0.52,Very Good,E,SI1,59.3,59.0,5.26,5.3,3.13,5,1683.726472461407
2517,0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,7,602.1008012664031
2518,0.72,Ideal,E,SI1,62.0,57.0,5.72,5.66,3.53,5,2713.8461593137913
2519,0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51,5,2713.8461593137913
2520,0.25,Very Good,E,VVS1,62.9,59.0,3.99,4.02,2.52,9,293.06489521068784
2521,0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,7,1632.2204881187877
2522,0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,7,1323.1845820630724
2523,0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,7,2662.340174971172
2524,0.59,Ideal,F,VS2,60.2,57.0,5.48,5.44,3.29,6,2044.268362859741
2525,0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,7,1426.1965507483105
2526,0.33,Premium,G,VS2,62.6,58.0,4.4,4.36,2.74,6,705.1127699516417
2527,0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,5,550.5948169237838
2528,0.54,Ideal,G,IF,61.2,57.0,5.26,5.28,3.22,10,1786.7384411466455
2529,0.41,Ideal,F,VVS2,61.4,56.0,4.81,4.76,2.94,8,1117.1606446925953
2530,0.51,Ideal,E,SI1,61.7,55.0,5.13,5.17,3.18,5,1632.2204881187877
2531,0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,7,602.1008012664031
2532,0.41,Very Good,F,VVS1,61.4,58.0,4.76,4.78,2.93,9,1117.1606446925953
2533,0.78,Ideal,I,VS2,60.9,57.0,5.92,5.97,3.62,6,3022.8820653695066
2534,0.51,Good,E,VS2,63.1,59.0,5.04,5.07,3.19,6,1632.2204881187877
2535,0.3,Ideal,G,VVS1,61.7,55.0,4.34,4.32,2.67,9,550.5948169237838
2536,0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,7,705.1127699516417
2537,0.76,Ideal,H,VVS2,61.0,56.0,5.85,5.91,3.59,8,2919.870096684268
2538,0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,6,1065.6546603499764
2539,0.53,Premium,G,SI1,61.0,59.0,5.25,5.21,3.19,5,1735.2324568040262
2540,0.42,Ideal,G,SI1,62.2,53.0,4.8,4.84,3.0,5,1168.6666290352146
2541,0.35,Very Good,I,VS2,61.7,57.0,4.52,4.56,2.8,6,808.12473863688
2542,0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,7,1580.7145037761684
2543,0.31,Very Good,D,SI1,60.0,61.0,4.41,4.43,2.65,5,602.1008012664031
2544,0.34,Ideal,E,VVS1,62.2,56.0,4.45,4.49,2.78,9,756.618754294261
2545,0.43,Ideal,D,SI1,62.5,55.0,4.83,4.8,3.01,5,1220.1726133778338
2546,0.3,Ideal,E,VVS2,62.3,56.0,4.3,4.34,2.69,8,550.5948169237838
2547,0.32,Ideal,D,VS2,62.6,55.0,4.39,4.37,2.74,6,653.6067856090224
2548,0.34,Very Good,E,VVS2,62.7,59.0,4.41,4.43,2.77,8,756.618754294261
2549,0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,5,3743.965846166176
2550,0.5,Good,D,VVS2,62.4,64.0,5.03,5.06,3.14,8,1580.7145037761684
2551,0.73,Ideal,D,SI1,62.4,53.0,5.82,5.79,3.62,5,2765.3521436564106
2552,0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,9,1168.6666290352146
2553,0.59,Very Good,F,IF,59.9,63.0,5.44,5.47,3.27,10,2044.268362859741
2554,0.27,Very Good,D,VS2,63.0,57.0,4.06,4.1,2.57,6,396.0768638959264
2555,0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,4,2868.3641123416487
2556,0.61,Good,F,SI2,62.5,65.0,5.36,5.29,3.33,4,2147.2803315449796
2557,0.9,Good,F,SI1,61.3,60.0,6.13,6.18,3.77,5,3640.9538774809375
2558,0.31,Very Good,H,SI1,60.5,60.0,4.33,4.4,2.64,5,602.1008012664031
2559,0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,6,602.1008012664031
2560,0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,4,1065.6546603499764
2561,0.71,Good,E,SI1,63.1,59.0,5.62,5.75,3.59,5,2662.340174971172
2562,0.35,Ideal,G,VVS2,61.0,57.0,4.58,4.54,2.78,8,808.12473863688
2563,0.47,Ideal,J,SI1,60.6,54.0,5.04,5.0,3.09,5,1426.1965507483105
2564,0.31,Premium,F,SI1,62.7,58.0,4.31,4.33,2.71,5,602.1008012664031
2565,0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,7,2662.340174971172
2566,0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,7,1735.2324568040262
2567,0.39,Premium,J,VVS1,61.8,56.0,4.71,4.64,2.89,9,1014.1486760073569
2568,0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,7,602.1008012664031
2569,0.3,Ideal,G,VVS2,60.9,57.0,4.35,4.32,2.64,8,550.5948169237838
2570,0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,5,1117.1606446925953
2571,0.39,Ideal,E,VVS1,62.1,54.0,4.67,4.7,2.91,9,1014.1486760073569
2572,0.91,Ideal,G,SI2,61.0,57.0,6.25,6.28,3.82,4,3692.4598618235564
2573,0.53,Ideal,D,VS2,60.2,57.0,5.24,5.26,3.16,6,1735.2324568040262
2574,0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,7,1889.750409831884
2575,0.59,Ideal,D,VS2,60.9,57.0,5.42,5.48,3.32,6,2044.268362859741
2576,0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,5,705.1127699516417
2577,0.9,Very Good,I,SI1,61.8,56.0,6.19,6.24,3.84,5,3640.9538774809375
2578,0.72,Fair,F,SI1,64.8,55.0,5.64,5.6,3.64,5,2713.8461593137913
2579,0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,6,1683.726472461407
2580,0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,9,653.6067856090224
2581,0.25,Very Good,F,VVS1,61.1,57.0,4.05,4.08,2.48,9,293.06489521068784
2582,0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,10,2713.8461593137913
2583,0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,9,2713.8461593137913
2584,0.9,Fair,E,SI2,65.8,59.0,6.03,5.98,3.95,4,3640.9538774809375
2585,0.39,Very Good,E,SI2,59.1,56.0,4.76,4.82,2.83,4,1014.1486760073569
2586,0.5,Ideal,F,VVS2,62.2,54.0,5.09,5.11,3.17,8,1580.7145037761684
2587,0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,8,602.1008012664031
2588,0.31,Good,D,SI2,63.7,55.0,4.35,4.32,2.76,4,602.1008012664031
2589,0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,5,550.5948169237838
2590,0.3,Very Good,I,VVS2,60.1,63.0,4.28,4.31,2.58,8,550.5948169237838
2591,0.34,Ideal,G,SI1,61.2,57.0,4.53,4.56,2.78,5,756.618754294261
2592,0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,7,2765.3521436564106
2593,0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,7,2713.8461593137913
2594,0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,6,602.1008012664031
2595,0.25,Very Good,E,VVS2,61.9,59.0,3.99,4.02,2.48,8,293.06489521068784
2596,0.4,Good,F,SI1,63.6,57.0,4.7,4.67,2.98,5,1065.6546603499764
2597,0.71,Good,F,SI2,64.5,55.6,5.58,5.61,3.6,4,2662.340174971172
2598,0.41,Very Good,F,VVS2,62.9,54.0,4.7,4.74,2.97,8,1117.1606446925953
2599,0.9,Very Good,H,VS2,62.1,57.0,6.16,6.23,3.85,6,3640.9538774809375
2600,0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,5,859.6307229794993
2601,0.34,Ideal,G,VS2,61.0,57.0,4.48,4.5,2.74,6,756.618754294261
2602,0.32,Ideal,G,VS2,62.4,55.0,4.36,4.39,2.73,6,653.6067856090224
2603,0.73,Ideal,J,SI1,61.8,56.0,5.78,5.81,3.58,5,2765.3521436564106
2604,0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,5,3743.965846166176
2605,0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,5,2868.3641123416487
2606,0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,7,2713.8461593137913
2607,0.61,Ideal,F,VVS2,61.8,55.0,5.43,5.47,3.37,8,2147.2803315449796
2608,0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,6,602.1008012664031
2609,0.52,Very Good,F,VVS2,58.9,60.0,5.23,5.3,3.1,8,1683.726472461407
2610,0.23,Very Good,D,VVS1,59.7,58.0,3.97,4.04,2.39,9,190.0529265254495
2611,0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,7,550.5948169237838
2612,0.84,Very Good,D,SI1,59.2,59.0,6.18,6.21,3.67,5,3331.917971425222
2613,0.77,Ideal,E,SI2,62.1,56.0,5.84,5.86,3.63,4,2971.3760810268873
2614,0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72,5,808.12473863688
2615,0.52,Ideal,F,IF,60.3,60.0,5.24,5.27,3.17,10,1683.726472461407
2616,0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,7,550.5948169237838
2617,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,5,1735.2324568040262
2618,0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,8,3692.4598618235564
2619,0.59,Very Good,E,VS2,60.8,57.0,5.37,5.42,3.28,6,2044.268362859741
2620,0.92,Fair,E,SI1,65.6,57.0,6.1,6.07,3.99,5,3743.965846166176
2621,0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67,6,3125.8940340547456
2622,0.46,Very Good,F,SI2,61.5,56.0,4.98,5.01,3.07,4,1374.6905664056917
2623,0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,6,962.6426916647376
2624,0.93,Premium,H,VS2,60.3,61.0,6.39,6.25,3.81,6,3795.471830508795
2625,0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,5,3228.9060027399833
2626,0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26,5,1786.7384411466455
2627,0.4,Ideal,F,VS2,60.6,55.0,4.82,4.78,2.91,6,1065.6546603499764
2628,0.31,Very Good,I,VS2,60.7,61.0,4.32,4.34,2.63,6,602.1008012664031
2629,0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,7,2713.8461593137913
2630,0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,4,1683.726472461407
2631,0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,8,1580.7145037761684
2632,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,5,2713.8461593137913
2633,0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,5,1374.6905664056917
2634,0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,5,550.5948169237838
2635,0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,5,1117.1606446925953
2636,0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,5,1735.2324568040262
2637,0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,5,1786.7384411466455
2638,0.9,Very Good,G,VS2,62.4,61.0,6.13,6.17,3.84,6,3640.9538774809375
2639,0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,7,3434.9299401104604
2640,0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,7,1786.7384411466455
2641,0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,6,2610.8341906285527
2642,0.91,Good,H,VVS2,65.5,57.0,6.01,6.11,3.97,8,3692.4598618235564
2643,0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,7,1014.1486760073569
2644,0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,8,1117.1606446925953
2645,0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,7,962.6426916647376
2646,0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,9,1580.7145037761684
2647,0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,8,241.55891086806855
2648,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,5,3074.388049712126
2649,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,5,602.1008012664031
2650,0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,9,1065.6546603499764
2651,0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,7,550.5948169237838
2652,0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,4,2662.340174971172
2653,0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,4,1632.2204881187877
2654,0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,8,550.5948169237838
2655,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,6,2868.3641123416487
2656,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,7,2198.786315887599
2657,0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,5,1117.1606446925953
2658,0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,7,962.6426916647376
2659,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,6,653.6067856090224
2660,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,6,3692.4598618235564
2661,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,9,1065.6546603499764
2662,0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,4,1941.2563941745025
2663,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,6,2044.268362859741
2664,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,4,1117.1606446925953
