,carat,cut,color,clarity,depth,table,x,y,z,carat_range,price_predicted
2676,0.52,Ideal,G,SI2,61.6,55.0,5.16,5.19,3.19,bucket_1,2119.582799634035
2677,0.5,Ideal,F,VVS2,62.1,58.0,5.07,5.11,3.16,bucket_1,2119.582799634035
2678,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,bucket_1,2119.582799634035
2679,0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0,bucket_1,2119.582799634035
2680,0.3,Very Good,D,SI1,63.4,54.0,4.31,4.27,2.72,bucket_1,2119.582799634035
2681,0.41,Good,F,SI1,63.9,56.0,4.68,4.74,3.01,bucket_1,2119.582799634035
2682,0.53,Ideal,D,SI1,61.6,56.0,5.2,5.23,3.21,bucket_1,2119.582799634035
2683,0.54,Ideal,D,SI1,61.5,56.0,5.23,5.25,3.22,bucket_1,2119.582799634035
2684,0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,bucket_1,2119.582799634035
2685,0.7,Very Good,G,VS2,63.3,56.0,5.59,5.66,3.56,bucket_1,2119.582799634035
2686,0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,bucket_1,2119.582799634035
2687,0.41,Premium,F,VVS2,62.4,58.0,4.76,4.7,2.95,bucket_1,2119.582799634035
2688,0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,bucket_1,2119.582799634035
2689,0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,bucket_1,2119.582799634035
2690,0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,bucket_1,2119.582799634035
2691,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,bucket_1,2119.582799634035
2692,0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,bucket_1,2119.582799634035
2693,0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,bucket_1,2119.582799634035
2694,0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,bucket_1,2119.582799634035
2695,0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,bucket_1,2119.582799634035
2696,0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,bucket_1,2119.582799634035
2697,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,bucket_1,2119.582799634035
2698,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,bucket_1,2119.582799634035
2699,0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,bucket_1,2119.582799634035
2700,0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,bucket_1,2119.582799634035
2701,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,bucket_1,2119.582799634035
2702,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,bucket_1,2119.582799634035
2703,0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,bucket_1,2119.582799634035
2704,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,bucket_1,2119.582799634035
2705,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,bucket_1,2119.582799634035
2706,0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,bucket_1,2119.582799634035
2707,0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,bucket_1,2119.582799634035
2708,0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,bucket_1,2119.582799634035
2709,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,bucket_1,2119.582799634035
2710,0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,bucket_1,2119.582799634035
2711,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,bucket_1,2119.582799634035
2712,0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,bucket_1,2119.582799634035
2713,0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,bucket_1,2119.582799634035
2714,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,bucket_1,2119.582799634035
2715,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,bucket_1,2119.582799634035
2716,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,bucket_1,2119.582799634035
2717,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,bucket_1,2119.582799634035
2718,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,bucket_1,2119.582799634035
2719,0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,bucket_1,2119.582799634035
2720,0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,bucket_1,2119.582799634035
2721,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,bucket_1,2119.582799634035
2722,0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,bucket_1,2119.582799634035
2723,0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,bucket_1,2119.582799634035
2724,0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,bucket_1,2119.582799634035
2725,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,bucket_1,2119.582799634035
2726,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,bucket_1,2119.582799634035
2727,0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,bucket_1,2119.582799634035
2728,0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,bucket_1,2119.582799634035
2729,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,bucket_1,2119.582799634035
2730,0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,bucket_1,2119.582799634035
2731,0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,bucket_1,2119.582799634035
2732,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,bucket_1,2119.582799634035
2733,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,bucket_1,2119.582799634035
2734,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,bucket_1,2119.582799634035
2735,0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,bucket_1,2119.582799634035
2736,0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,bucket_1,2119.582799634035
2737,0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,bucket_1,2119.582799634035
2738,0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,bucket_1,2119.582799634035
2739,0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,bucket_1,2119.582799634035
2740,0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,bucket_1,2119.582799634035
2741,0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,bucket_1,2119.582799634035
2742,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,bucket_1,2119.582799634035
2743,0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,bucket_1,2119.582799634035
2744,0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,bucket_1,2119.582799634035
2745,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,bucket_1,2119.582799634035
2746,0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,bucket_1,2119.582799634035
2747,0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,bucket_1,2119.582799634035
2748,0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,bucket_1,2119.582799634035
2749,0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,bucket_1,2119.582799634035
2750,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,bucket_1,2119.582799634035
2751,0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,bucket_1,2119.582799634035
2752,0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,bucket_1,2119.582799634035
2753,0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,bucket_1,2119.582799634035
2754,0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,bucket_1,2119.582799634035
2755,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,bucket_1,2119.582799634035
2756,0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,bucket_1,2119.582799634035
2757,0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,bucket_1,2119.582799634035
2758,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,bucket_1,2119.582799634035
2759,0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,bucket_1,2119.582799634035
2760,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,bucket_1,2119.582799634035
2761,0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,bucket_1,2119.582799634035
2762,0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,bucket_1,2119.582799634035
2763,0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,bucket_1,2119.582799634035
2764,0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,bucket_1,2119.582799634035
2765,0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,bucket_1,2119.582799634035
2766,0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,bucket_1,2119.582799634035
2767,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,bucket_1,2119.582799634035
2768,0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,bucket_1,2119.582799634035
2769,0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,bucket_1,2119.582799634035
2770,0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,bucket_1,2119.582799634035
2771,0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,bucket_1,2119.582799634035
2772,0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,bucket_1,2119.582799634035
2773,0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,bucket_1,2119.582799634035
2774,0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,bucket_1,2119.582799634035
2775,0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,bucket_1,2119.582799634035
2776,0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,bucket_1,2119.582799634035
2777,0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,bucket_1,2119.582799634035
2778,0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,bucket_1,2119.582799634035
2779,0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,bucket_1,2119.582799634035
2780,0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,bucket_1,2119.582799634035
2781,0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,bucket_1,2119.582799634035
2782,0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,bucket_1,2119.582799634035
2783,0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,bucket_1,2119.582799634035
2784,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,bucket_1,2119.582799634035
2785,0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,bucket_1,2119.582799634035
2786,0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,bucket_1,2119.582799634035
2787,0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,bucket_1,2119.582799634035
2788,0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,bucket_1,2119.582799634035
2789,0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,bucket_1,2119.582799634035
2790,0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,bucket_1,2119.582799634035
2791,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,bucket_1,2119.582799634035
2792,0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,bucket_1,2119.582799634035
2793,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,bucket_1,2119.582799634035
2794,0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,bucket_1,2119.582799634035
2795,0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,bucket_1,2119.582799634035
2796,0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,bucket_1,2119.582799634035
2797,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,bucket_1,2119.582799634035
2798,0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,bucket_1,2119.582799634035
2799,0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,bucket_1,2119.582799634035
2800,0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,bucket_1,2119.582799634035
2801,0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,bucket_1,2119.582799634035
2802,0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,bucket_1,2119.582799634035
2803,0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,bucket_1,2119.582799634035
2804,0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,bucket_1,2119.582799634035
2805,0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,bucket_1,2119.582799634035
2806,0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,bucket_1,2119.582799634035
2807,0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,bucket_1,2119.582799634035
2808,0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,bucket_1,2119.582799634035
2809,0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,bucket_1,2119.582799634035
2810,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,bucket_1,2119.582799634035
2811,0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,bucket_1,2119.582799634035
2812,0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,bucket_1,2119.582799634035
2813,0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,bucket_1,2119.582799634035
2814,0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,bucket_1,2119.582799634035
2815,0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,bucket_1,2119.582799634035
2816,0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,bucket_1,2119.582799634035
2817,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,bucket_1,2119.582799634035
2818,0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,bucket_1,2119.582799634035
2819,0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,bucket_1,2119.582799634035
2820,0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,bucket_1,2119.582799634035
2821,0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,bucket_1,2119.582799634035
2822,0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,bucket_1,2119.582799634035
2823,0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,bucket_1,2119.582799634035
2824,0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,bucket_1,2119.582799634035
2825,0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,bucket_1,2119.582799634035
2826,0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,bucket_1,2119.582799634035
2827,0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,bucket_1,2119.582799634035
2828,0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,bucket_1,2119.582799634035
2829,0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,bucket_1,2119.582799634035
2830,0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,bucket_1,2119.582799634035
2831,0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,bucket_1,2119.582799634035
2832,0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,bucket_1,2119.582799634035
2833,0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,bucket_1,2119.582799634035
2834,0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,bucket_1,2119.582799634035
2835,0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,bucket_1,2119.582799634035
2836,0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,bucket_1,2119.582799634035
2837,0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,bucket_1,2119.582799634035
2838,0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,bucket_1,2119.582799634035
2839,0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,bucket_1,2119.582799634035
2840,0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,bucket_1,2119.582799634035
2841,0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,bucket_1,2119.582799634035
2842,0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,bucket_1,2119.582799634035
2843,0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,bucket_1,2119.582799634035
2844,0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,bucket_1,2119.582799634035
2845,0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,bucket_1,2119.582799634035
2846,0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,bucket_1,2119.582799634035
2847,0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,bucket_1,2119.582799634035
2848,0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,bucket_1,2119.582799634035
2849,0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,bucket_1,2119.582799634035
2850,0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13,bucket_1,2119.582799634035
2851,0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79,bucket_1,2119.582799634035
2852,0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,bucket_1,2119.582799634035
2853,0.33,Very Good,I,VVS2,61.6,57.0,4.43,4.45,2.73,bucket_1,2119.582799634035
2854,0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,bucket_1,2119.582799634035
2855,0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,bucket_1,2119.582799634035
2856,0.32,Good,I,VS2,63.2,56.0,4.32,4.38,2.75,bucket_1,2119.582799634035
2857,0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,bucket_1,2119.582799634035
2858,0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74,bucket_1,2119.582799634035
2859,0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58,bucket_1,2119.582799634035
2860,0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,bucket_1,2119.582799634035
2861,0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,bucket_1,2119.582799634035
2862,0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,bucket_1,2119.582799634035
2863,0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,bucket_1,2119.582799634035
2864,0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,bucket_1,2119.582799634035
2865,0.34,Premium,I,SI1,60.2,59.0,4.55,4.52,2.73,bucket_1,2119.582799634035
2866,0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,bucket_1,2119.582799634035
2867,0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58,bucket_1,2119.582799634035
2868,0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88,bucket_1,2119.582799634035
2869,0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,bucket_1,2119.582799634035
2870,0.71,Ideal,E,SI1,61.8,57.0,5.72,5.76,3.55,bucket_1,2119.582799634035
2871,0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9,bucket_1,2119.582799634035
2872,0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55,bucket_1,2119.582799634035
2873,0.33,Ideal,H,SI2,61.1,57.0,4.46,4.48,2.73,bucket_1,2119.582799634035
2874,0.34,Premium,G,VS2,62.4,59.0,4.47,4.41,2.77,bucket_1,2119.582799634035
2875,0.5,Ideal,E,SI1,60.6,59.0,5.13,5.16,3.12,bucket_1,2119.582799634035
2876,0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74,bucket_1,2119.582799634035
2877,0.31,Premium,F,VS2,61.3,59.0,4.34,4.31,2.65,bucket_1,2119.582799634035
2878,0.3,Ideal,G,VVS2,61.1,57.0,4.32,4.35,2.65,bucket_1,2119.582799634035
2879,0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,bucket_1,2119.582799634035
2880,0.7,Ideal,H,SI1,62.5,56.0,5.64,5.69,3.54,bucket_1,2119.582799634035
2881,0.61,Very Good,H,VVS2,61.4,57.0,5.46,5.5,3.36,bucket_1,2119.582799634035
2882,0.42,Very Good,I,VS1,60.4,60.0,4.82,4.88,2.93,bucket_1,2119.582799634035
2883,0.33,Ideal,G,VS2,61.2,55.0,4.46,4.49,2.74,bucket_1,2119.582799634035
2884,0.7,Very Good,F,VVS1,63.3,62.0,5.67,5.57,3.56,bucket_1,2119.582799634035
2885,0.3,Ideal,H,VVS2,62.1,54.0,4.32,4.35,2.69,bucket_1,2119.582799634035
2886,0.46,Very Good,F,SI1,63.1,56.0,4.9,4.87,3.08,bucket_1,2119.582799634035
2887,0.3,Ideal,E,VVS2,62.1,54.0,4.32,4.35,2.69,bucket_1,2119.582799634035
2888,0.3,Ideal,G,VS2,61.9,57.0,4.26,4.3,2.65,bucket_1,2119.582799634035
2889,0.27,Ideal,F,IF,61.8,55.0,4.16,4.19,2.58,bucket_1,2119.582799634035
2890,0.71,Ideal,G,VVS1,62.8,56.0,5.71,5.76,3.6,bucket_1,2119.582799634035
2891,0.74,Very Good,E,SI2,63.1,57.0,5.8,5.76,3.65,bucket_1,2119.582799634035
2892,0.31,Premium,D,SI1,60.0,61.0,4.43,4.41,2.65,bucket_1,2119.582799634035
2893,0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,bucket_1,2119.582799634035
2894,0.33,Very Good,G,VVS2,60.9,59.0,4.45,4.49,2.72,bucket_1,2119.582799634035
2895,0.5,Premium,F,VS2,61.4,60.0,5.13,5.17,3.16,bucket_1,2119.582799634035
2896,0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,bucket_1,2119.582799634035
2897,0.32,Ideal,F,VS2,62.4,54.0,4.38,4.4,2.74,bucket_1,2119.582799634035
2898,0.55,Ideal,E,SI1,60.8,56.0,5.31,5.34,3.24,bucket_1,2119.582799634035
2899,0.52,Ideal,I,VVS2,62.2,57.0,5.18,5.11,3.2,bucket_1,2119.582799634035
2900,0.41,Good,G,SI1,64.3,54.0,4.72,4.68,3.02,bucket_1,2119.582799634035
2901,0.32,Premium,G,VS2,62.1,60.0,4.34,4.39,2.71,bucket_1,2119.582799634035
2902,0.3,Ideal,F,VS1,62.3,56.0,4.26,4.28,2.66,bucket_1,2119.582799634035
2903,0.59,Very Good,E,SI2,63.8,57.0,5.31,5.34,3.4,bucket_1,2119.582799634035
2904,0.52,Ideal,E,SI1,60.7,55.0,5.23,5.22,3.18,bucket_1,2119.582799634035
2905,0.29,Very Good,G,VVS1,61.5,57.0,4.24,4.27,2.62,bucket_1,2119.582799634035
2906,0.31,Very Good,G,VVS1,62.6,61.0,4.28,4.31,2.69,bucket_1,2119.582799634035
2907,0.32,Ideal,D,SI1,61.5,56.0,4.42,4.39,2.71,bucket_1,2119.582799634035
2908,0.51,Good,G,VVS2,57.6,56.0,5.27,5.35,3.06,bucket_1,2119.582799634035
2909,0.35,Good,E,VS1,61.3,65.0,4.51,4.53,2.77,bucket_1,2119.582799634035
2910,0.33,Ideal,I,SI1,61.3,56.0,4.44,4.47,2.73,bucket_1,2119.582799634035
2911,0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,bucket_1,2119.582799634035
2912,0.3,Ideal,F,VS2,61.9,54.0,4.29,4.33,2.67,bucket_1,2119.582799634035
2913,0.4,Ideal,D,VS2,61.7,56.0,4.72,4.74,2.92,bucket_1,2119.582799634035
2914,0.61,Ideal,D,VS2,61.0,57.0,5.49,5.53,3.36,bucket_1,2119.582799634035
2915,0.5,Very Good,D,VS2,59.1,59.0,5.19,5.24,3.08,bucket_1,2119.582799634035
2916,0.53,Ideal,D,IF,61.5,54.0,5.27,5.21,3.22,bucket_1,2119.582799634035
2917,0.31,Good,I,VVS1,63.1,59.0,4.25,4.31,2.7,bucket_1,2119.582799634035
2918,0.3,Ideal,F,VVS1,62.3,56.0,4.3,4.34,2.69,bucket_1,2119.582799634035
2919,0.74,Good,J,VS2,60.6,62.6,5.79,5.85,3.53,bucket_1,2119.582799634035
2920,0.7,Fair,H,VVS2,64.5,65.0,5.52,5.45,3.54,bucket_1,2119.582799634035
2921,0.41,Very Good,H,VS1,62.0,56.0,4.74,4.78,2.95,bucket_1,2119.582799634035
2922,0.37,Premium,E,VS2,60.6,58.0,4.65,4.62,2.81,bucket_1,2119.582799634035
2923,0.4,Premium,E,VVS2,61.4,56.0,4.81,4.74,2.93,bucket_1,2119.582799634035
2924,0.28,Very Good,E,VS2,63.0,59.0,4.11,4.15,2.6,bucket_1,2119.582799634035
2925,0.32,Ideal,E,VS2,61.5,56.0,4.43,4.45,2.73,bucket_1,2119.582799634035
2926,0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79,bucket_1,2119.582799634035
2927,0.32,Ideal,J,VVS1,62.3,54.0,4.41,4.43,2.75,bucket_1,2119.582799634035
2928,0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66,bucket_1,2119.582799634035
2929,0.3,Ideal,I,VVS1,61.1,57.0,4.36,4.32,2.65,bucket_1,2119.582799634035
2930,0.7,Very Good,F,SI1,61.1,57.0,5.7,5.73,3.49,bucket_1,2119.582799634035
2931,0.43,Premium,F,VS2,59.8,58.0,4.89,4.94,2.94,bucket_1,2119.582799634035
2932,0.31,Ideal,I,IF,62.2,54.0,4.39,4.36,2.72,bucket_1,2119.582799634035
2933,0.41,Very Good,D,SI1,63.0,56.0,4.75,4.8,3.01,bucket_1,2119.582799634035
2934,0.41,Premium,G,VS2,60.8,59.0,4.78,4.8,2.91,bucket_1,2119.582799634035
2935,0.3,Ideal,D,VS2,61.9,57.0,4.29,4.33,2.67,bucket_1,2119.582799634035
2936,0.41,Ideal,F,VVS1,60.3,56.0,4.8,4.85,2.91,bucket_1,2119.582799634035
2937,0.31,Very Good,F,SI1,63.2,56.0,4.31,4.27,2.71,bucket_1,2119.582799634035
2938,0.32,Premium,H,VVS1,61.5,59.0,4.41,4.37,2.7,bucket_1,2119.582799634035
2939,0.38,Premium,H,SI1,61.2,62.0,4.66,4.62,2.84,bucket_1,2119.582799634035
2940,0.62,Ideal,H,IF,61.9,55.0,5.5,5.52,3.41,bucket_1,2119.582799634035
2941,0.31,Very Good,H,VS2,63.1,58.0,4.32,4.27,2.71,bucket_1,2119.582799634035
2942,0.4,Very Good,D,VS1,63.3,57.0,4.66,4.72,2.97,bucket_1,2119.582799634035
2943,0.47,Premium,E,SI1,60.2,61.0,5.05,4.96,3.02,bucket_1,2119.582799634035
2944,0.32,Ideal,D,SI1,61.5,54.0,4.42,4.46,2.73,bucket_1,2119.582799634035
