carat,cut,color,clarity,depth,table,price,x,y,z
0.9,Very Good,H,VS2,63.1,60.0,3919,6.12,6.08,3.85
0.9,Good,H,VS2,64.0,58.0,3919,6.11,6.07,3.9
0.9,Premium,H,VS2,62.3,58.0,3919,6.18,6.09,3.82
1.0,Premium,H,SI2,60.2,61.0,3920,6.48,6.44,3.89
0.92,Very Good,F,SI1,63.8,56.0,3920,6.12,6.17,3.92
1.0,Fair,I,SI1,56.4,61.0,3920,6.58,6.55,3.7
1.0,Good,I,SI1,62.9,64.0,3920,6.27,6.23,3.93
1.0,Very Good,G,SI2,63.3,56.0,3920,6.38,6.29,4.01
1.0,Premium,H,SI2,61.3,58.0,3920,6.45,6.41,3.94
1.0,Premium,H,SI2,61.2,59.0,3920,6.42,6.38,3.92
1.0,Very Good,H,SI2,63.4,61.0,3920,6.33,6.29,4.0
1.0,Good,I,SI1,63.8,58.0,3920,6.32,6.28,4.02
1.0,Good,J,VS1,58.1,64.0,3920,6.63,6.51,3.82
1.0,Good,I,SI1,63.7,64.0,3920,6.33,6.27,4.01
1.0,Premium,F,SI2,61.5,58.0,3920,6.41,6.38,3.93
0.7,Very Good,D,VVS1,61.5,63.0,3920,5.78,5.64,3.51
0.51,Fair,F,VVS2,65.4,60.0,3920,4.98,4.9,3.23
0.91,Premium,H,VS2,59.6,60.0,3921,6.25,6.29,3.74
1.03,Ideal,J,SI1,61.9,56.0,3921,6.45,6.5,4.01
0.9,Good,G,SI1,60.2,63.0,3921,6.16,6.2,3.72
0.88,Premium,F,VS1,60.7,55.0,3921,6.28,6.22,3.79
0.74,Ideal,G,VVS2,61.7,55.0,3922,5.8,5.83,3.59
1.03,Ideal,J,SI1,62.6,57.0,3922,6.45,6.43,4.03
0.78,Very Good,D,VS1,61.5,57.0,3923,5.92,5.95,3.65
1.01,Premium,G,SI2,63.0,59.0,3923,6.38,6.32,4.0
0.81,Ideal,G,VS1,61.6,56.0,3923,5.99,6.02,3.7
1.01,Good,G,SI2,63.7,58.0,3923,6.35,6.31,4.03
0.92,Fair,H,VS1,56.0,60.0,3924,6.53,6.51,3.65
0.91,Very Good,H,VS2,63.7,57.0,3924,6.1,6.12,3.89
0.9,Premium,E,SI2,60.4,59.0,3924,6.21,6.24,3.76
0.9,Very Good,E,SI2,61.6,59.0,3924,6.18,6.26,3.83
1.04,Very Good,J,SI2,63.2,58.6,3924,6.35,6.39,4.03
0.91,Good,F,SI1,63.7,58.0,3924,6.17,6.1,3.91
0.91,Good,F,SI1,63.7,58.0,3924,6.09,6.02,3.86
1.03,Ideal,I,SI2,62.2,57.0,3925,6.46,6.5,4.03
1.18,Premium,I,SI2,62.9,58.0,3925,6.77,6.7,4.24
1.01,Ideal,J,SI1,62.8,57.0,3926,6.4,6.44,4.03
1.01,Good,H,SI2,65.7,60.0,3926,6.17,6.19,4.06
1.02,Very Good,I,SI1,60.4,58.0,3927,6.52,6.56,3.95
1.02,Ideal,H,SI2,61.6,56.0,3927,6.47,6.51,4.0
1.02,Very Good,H,SI2,62.4,59.0,3927,6.37,6.42,3.99
1.02,Very Good,I,SI1,62.9,58.0,3927,6.36,6.42,4.02
1.01,Premium,E,SI2,59.4,59.0,3928,6.51,6.49,3.86
1.03,Good,G,SI2,63.7,60.0,3929,6.28,6.35,4.02
0.8,Ideal,E,VS2,60.9,57.0,3930,6.01,6.05,3.67
0.9,Fair,F,VS2,64.7,54.0,3931,6.09,6.03,3.92
0.9,Premium,I,VVS2,58.3,60.0,3931,6.32,6.28,3.67
0.9,Good,G,SI1,57.8,58.0,3931,6.42,6.38,3.7
0.9,Ideal,G,SI1,61.6,57.0,3931,6.24,6.17,3.82
1.04,Ideal,J,SI1,61.1,57.0,3931,6.57,6.52,4.0
0.9,Premium,G,SI1,61.0,59.0,3931,6.29,6.17,3.8
0.9,Ideal,G,SI1,62.2,56.0,3931,6.2,6.14,3.84
1.08,Premium,F,SI2,59.9,58.0,3931,6.75,6.66,4.01
1.2,Ideal,I,SI2,62.5,56.0,3931,6.8,6.7,4.22
1.01,Good,D,SI2,64.0,59.0,3932,6.28,6.34,4.04
0.92,Premium,I,VVS1,62.4,59.0,3932,6.17,6.14,3.84
1.06,Ideal,J,SI2,61.3,57.0,3932,6.55,6.6,4.03
0.9,Premium,H,VS2,62.6,58.0,3933,6.14,6.19,3.86
0.93,Very Good,G,SI1,62.5,57.8,3933,6.15,6.28,3.87
0.83,Ideal,D,SI1,61.5,53.0,3933,6.09,6.07,3.74
0.9,Good,E,SI1,60.8,65.0,3933,6.14,6.17,3.74
0.81,Ideal,F,VS1,61.5,55.0,3933,6.01,5.96,3.68
0.81,Ideal,E,SI1,61.9,56.0,3935,5.97,6.02,3.71
1.06,Ideal,G,SI2,62.3,55.0,3936,6.54,6.49,4.06
0.91,Very Good,F,SI1,61.4,58.0,3936,6.19,6.23,3.81
0.91,Very Good,E,SI2,62.4,58.0,3936,6.11,6.14,3.82
0.9,Premium,F,SI1,61.7,62.0,3936,6.19,6.13,3.8
0.84,Ideal,G,VS2,62.0,55.0,3936,6.07,6.09,3.77
0.92,Good,D,SI2,59.0,58.0,3936,6.31,6.36,3.74
1.02,Ideal,J,VVS2,62.1,57.0,3936,6.46,6.43,4.0
0.71,Premium,E,VVS1,61.8,56.0,3936,5.71,5.68,3.52
0.73,Ideal,D,VS1,60.9,55.0,3937,5.83,5.86,3.56
0.94,Very Good,F,SI2,62.6,57.0,3938,6.25,6.27,3.92
1.02,Good,H,SI2,58.2,60.0,3940,6.49,6.57,3.8
1.0,Good,G,SI2,57.4,60.0,3941,6.63,6.53,3.78
1.0,Good,G,SI2,64.0,55.0,3941,6.3,6.26,4.02
0.93,Ideal,F,SI2,61.9,57.0,3941,6.21,6.25,3.86
0.92,Ideal,E,SI2,62.1,57.0,3941,6.26,6.2,3.87
0.92,Premium,E,SI2,62.1,58.0,3941,6.22,6.18,3.85
0.92,Ideal,E,SI2,62.1,53.0,3941,6.25,6.22,3.87
0.92,Ideal,E,SI2,62.2,56.0,3941,6.24,6.2,3.87
1.12,Premium,E,I1,61.0,59.0,3942,6.7,6.74,4.1
1.28,Premium,I,SI1,59.4,61.0,3942,7.11,7.04,4.2
1.1,Ideal,E,I1,61.9,56.0,3942,6.63,6.59,4.09
1.01,Premium,I,SI1,61.6,58.0,3944,6.45,6.51,3.99
0.9,Fair,D,SI1,66.1,55.0,3945,5.98,5.92,3.93
1.01,Ideal,F,SI2,62.7,57.0,3945,6.37,6.43,4.01
1.01,Very Good,F,SI2,60.8,63.0,3945,6.32,6.38,3.86
1.01,Very Good,F,SI2,62.5,61.0,3945,6.33,6.37,3.97
0.96,Ideal,G,SI2,62.0,58.0,3945,6.3,6.34,3.92
0.9,Good,E,SI1,62.6,62.0,3945,6.15,6.18,3.86
1.03,Premium,H,SI1,61.8,58.0,3945,6.47,6.41,3.98
1.12,Ideal,G,I1,60.3,57.0,3945,6.8,6.73,4.08
0.9,Good,I,VVS2,62.9,61.0,3946,6.1,6.14,3.85
0.93,Good,I,VS2,58.2,60.0,3946,6.41,6.48,3.75
1.02,Very Good,E,SI2,63.6,59.0,3947,6.23,6.28,3.98
0.72,Ideal,E,VS1,61.1,57.0,3947,5.78,5.81,3.54
0.74,Very Good,F,VVS2,61.5,55.1,3948,5.82,5.85,3.59
0.97,Premium,I,VS2,62.2,56.0,3948,6.34,6.29,3.94
0.76,Ideal,H,VS2,62.0,56.0,3948,5.86,5.88,3.64
0.9,Good,E,VS2,63.7,58.0,3948,6.06,6.09,3.87
1.01,Good,G,SI2,61.1,62.0,3948,6.38,6.48,3.93
0.91,Premium,D,SI2,62.4,56.0,3949,6.2,6.17,3.86
0.7,Ideal,G,IF,61.3,56.0,3949,5.72,5.73,3.51
1.0,Good,G,SI2,63.8,56.0,3949,6.23,6.31,4.0
0.9,Good,F,SI1,63.1,58.0,3950,6.12,6.18,3.88
0.9,Very Good,F,SI1,62.5,62.0,3950,6.08,6.11,3.81
0.9,Very Good,F,SI1,62.6,60.0,3950,6.1,6.14,3.83
0.9,Good,F,SI1,63.3,60.0,3950,6.09,6.11,3.86
0.9,Very Good,F,SI1,62.0,59.0,3950,6.13,6.17,3.81
0.9,Very Good,F,SI1,62.6,57.0,3950,6.16,6.2,3.87
0.9,Good,F,SI1,57.5,60.0,3950,6.33,6.37,3.65
0.9,Good,F,SI1,63.6,59.0,3950,6.07,6.12,3.88
0.9,Very Good,F,SI1,61.7,60.0,3950,6.16,6.22,3.82
0.9,Good,F,SI1,63.2,61.0,3950,6.09,6.13,3.86
0.9,Ideal,F,SI1,61.8,57.0,3950,6.19,6.21,3.83
0.9,Very Good,F,SI1,60.4,60.0,3950,6.23,6.29,3.78
0.9,Good,F,SI1,57.6,60.0,3950,6.34,6.37,3.66
1.14,Premium,D,I1,61.8,59.0,3950,6.62,6.74,4.13
0.9,Very Good,F,SI1,63.7,58.0,3950,6.05,6.1,3.87
0.9,Very Good,F,SI1,63.4,58.0,3950,6.09,6.12,3.87
0.9,Very Good,F,SI1,62.5,60.0,3950,6.05,6.11,3.8
0.9,Very Good,F,SI1,62.3,55.0,3950,6.14,6.18,3.84
0.76,Good,D,VS1,63.7,56.0,3950,5.81,5.77,3.69
0.9,Premium,F,SI2,59.7,60.0,3951,6.25,6.22,3.72
1.2,Premium,J,SI2,59.6,62.0,3951,6.95,6.9,4.13
1.12,Good,J,SI1,63.7,61.0,3951,6.54,6.5,4.15
0.9,Premium,F,SI2,60.6,59.0,3951,6.27,6.21,3.78
1.0,Fair,I,VS1,64.0,49.0,3951,6.43,6.39,4.1
1.05,Premium,E,SI2,60.9,61.0,3951,6.61,6.55,4.01
0.96,Very Good,G,SI2,63.1,56.0,3951,6.29,6.22,3.95
1.01,Very Good,J,SI1,58.9,59.0,3952,6.56,6.62,3.88
0.71,Premium,D,VVS1,58.8,58.0,3952,5.89,5.81,3.44
0.8,Ideal,F,VS1,61.6,54.0,3953,5.95,5.99,3.68
1.04,Ideal,I,SI2,62.4,57.0,3953,6.48,6.46,4.04
0.8,Very Good,F,VS2,61.3,55.0,3954,5.93,6.01,3.66
0.9,Very Good,F,SI1,62.5,59.0,3954,6.06,6.13,3.81
0.91,Ideal,I,VS1,62.4,57.0,3954,6.17,6.21,3.86
0.9,Good,F,SI1,64.7,54.0,3954,6.04,6.08,3.92
1.16,Ideal,J,SI1,60.7,57.0,3955,6.77,6.83,4.13
1.11,Very Good,I,SI2,61.2,61.0,3956,6.65,6.69,4.08
0.91,Premium,D,SI2,61.2,58.0,3958,6.21,6.25,3.81
1.06,Very Good,H,SI2,62.6,58.0,3958,6.46,6.52,4.06
0.9,Ideal,E,SI2,61.9,54.0,3958,6.23,6.18,3.84
1.01,Premium,H,SI2,62.8,61.0,3959,6.33,6.25,3.95
1.01,Premium,H,SI2,60.6,61.0,3959,6.45,6.38,3.89
1.01,Good,H,SI2,63.9,58.0,3959,6.35,6.32,4.05
1.01,Premium,H,SI2,62.5,58.0,3959,6.39,6.35,3.98
1.01,Premium,I,SI1,62.7,59.0,3959,6.43,6.36,4.01
1.01,Good,D,SI2,63.6,61.0,3959,6.35,6.33,4.03
1.01,Good,I,SI1,63.6,55.0,3959,6.39,6.31,4.04
0.97,Very Good,G,SI2,59.8,58.0,3960,6.38,6.42,3.83
1.04,Premium,I,SI2,61.6,56.0,3960,6.56,6.49,4.02
0.91,Very Good,G,SI1,63.6,57.0,3961,6.09,6.12,3.88
0.75,Ideal,D,VS1,62.4,56.0,3961,5.79,5.84,3.63
0.91,Premium,E,SI1,61.9,61.0,3961,6.14,6.11,3.79
1.09,Premium,D,SI2,61.9,61.0,3961,6.58,6.54,4.06
0.88,Ideal,D,SI2,62.2,56.0,3962,6.12,6.16,3.82
0.91,Very Good,F,SI1,62.7,56.0,3963,6.11,6.17,3.85
0.94,Very Good,E,SI2,62.0,60.0,3963,6.19,6.22,3.85
0.91,Premium,H,VS2,62.3,57.0,3963,6.22,6.13,3.85
0.9,Very Good,H,VS1,62.6,55.0,3964,6.14,6.19,3.86
0.9,Very Good,H,VS1,62.7,56.0,3964,6.15,6.2,3.87
1.21,Very Good,I,SI2,63.4,62.0,3964,6.84,6.69,4.31
1.0,Fair,G,SI1,68.3,61.0,3965,6.02,5.93,4.08
1.18,Very Good,E,I1,63.3,57.0,3965,6.7,6.64,4.22
1.18,Premium,E,I1,62.5,58.0,3965,6.75,6.62,4.18
1.0,Good,D,SI2,64.3,60.0,3965,6.22,6.19,3.99
1.0,Good,D,SI2,64.3,53.0,3965,6.34,6.29,4.06
1.0,Fair,G,SI1,65.2,62.0,3965,6.19,6.08,4.01
1.0,Very Good,D,SI2,63.2,56.0,3965,6.38,6.33,4.02
1.0,Very Good,D,SI2,60.8,63.0,3965,6.41,6.36,3.88
1.0,Fair,D,SI2,65.0,56.0,3965,6.27,6.23,4.06
0.25,Very Good,E,VVS1,60.0,56.0,575,4.1,4.14,2.47
0.25,Very Good,E,VVS1,60.2,59.0,575,4.11,4.13,2.48
0.33,Very Good,I,VS1,59.9,62.0,575,4.48,4.57,2.71
0.3,Very Good,E,VS2,62.1,62.0,575,4.21,4.26,2.63
0.32,Ideal,I,VVS1,62.2,53.0,575,4.42,4.45,2.76
0.32,Ideal,I,VVS1,61.4,56.0,575,4.42,4.44,2.72
0.25,Ideal,F,VVS1,60.9,57.0,575,4.06,4.09,2.48
0.33,Ideal,D,SI1,62.2,54.0,575,4.45,4.46,2.77
0.25,Good,E,VVS1,61.3,61.0,575,4.04,4.08,2.49
0.37,Good,F,SI1,63.7,55.0,575,4.55,4.59,2.91
0.32,Very Good,G,VS2,61.9,56.0,576,4.36,4.39,2.71
0.32,Ideal,H,SI1,60.6,57.0,576,4.44,4.4,2.68
0.32,Premium,E,SI2,62.4,58.0,576,4.4,4.35,2.73
0.32,Ideal,E,SI2,62.0,55.0,576,4.41,4.36,2.72
0.32,Premium,E,SI2,59.7,60.0,576,4.45,4.43,2.65
0.32,Ideal,E,SI2,62.7,57.0,576,4.37,4.34,2.73
0.32,Ideal,I,VS2,60.3,56.0,576,4.45,4.44,2.68
0.32,Ideal,I,VS2,61.5,56.0,576,4.41,4.4,2.71
0.32,Ideal,I,VS2,62.2,57.0,576,4.42,4.39,2.74
0.32,Premium,I,VS2,62.6,58.0,576,4.42,4.37,2.75
0.32,Ideal,I,VS2,62.5,55.0,576,4.39,4.38,2.74
0.32,Ideal,I,VS2,63.0,56.0,576,4.42,4.38,2.77
0.32,Ideal,I,VS2,61.3,56.0,576,4.43,4.38,2.7
0.32,Premium,I,VS2,61.1,57.0,576,4.42,4.39,2.69
0.32,Ideal,I,VS2,62.5,57.0,576,4.39,4.35,2.73
0.32,Ideal,I,VS2,62.0,57.0,576,4.41,4.36,2.72
0.32,Ideal,I,VS2,61.6,56.0,576,4.39,4.37,2.7
0.32,Ideal,I,VS2,62.5,55.0,576,4.4,4.37,2.74
0.32,Ideal,I,VS2,62.9,57.0,576,4.4,4.37,2.76
0.32,Premium,I,VS2,62.2,59.0,576,4.37,4.35,2.71
1.0,Fair,D,SI2,66.5,59.0,3965,6.24,6.21,4.14
1.2,Premium,H,SI2,62.1,57.0,3965,6.84,6.69,4.21
0.77,Very Good,G,VVS1,62.7,54.0,3966,5.84,5.89,3.67
1.01,Very Good,G,SI2,61.8,58.0,3966,6.36,6.39,3.94
1.01,Very Good,G,SI2,62.1,61.0,3966,6.27,6.38,3.93
0.82,Ideal,E,SI1,61.9,56.0,3966,6.0,6.02,3.72
0.77,Premium,D,VS1,59.4,59.0,3966,6.0,5.96,3.55
0.8,Premium,E,VS1,61.7,58.0,3967,5.98,5.95,3.68
1.13,Very Good,E,SI2,59.4,62.0,3967,6.78,6.83,4.04
0.92,Very Good,F,SI1,63.5,58.0,3967,6.16,6.12,3.9
0.92,Premium,F,SI1,61.8,59.0,3967,6.25,6.21,3.85
1.09,Premium,I,SI1,61.6,61.0,3968,6.64,6.57,4.07
0.91,Ideal,E,SI2,61.5,56.0,3968,6.2,6.23,3.82
0.91,Ideal,E,SI2,60.8,56.0,3968,6.25,6.29,3.81
0.91,Very Good,E,SI2,62.8,59.0,3968,6.13,6.16,3.86
0.62,Ideal,D,VVS1,62.2,54.0,3968,5.45,5.48,3.4
1.09,Premium,I,SI1,61.9,58.0,3968,6.65,6.58,4.1
1.02,Very Good,D,SI2,61.3,62.0,3971,6.42,6.46,3.95
1.01,Premium,I,SI2,62.1,59.0,3971,6.42,6.39,3.98
1.01,Premium,I,SI2,59.4,57.0,3971,6.59,6.57,3.91
0.8,Ideal,E,VS2,61.4,56.0,3972,5.97,6.02,3.68
0.8,Ideal,H,IF,62.4,54.0,3972,5.93,5.99,3.72
0.9,Good,I,VVS1,62.4,61.0,3972,6.05,6.09,3.79
1.02,Fair,H,SI1,64.6,55.0,3972,6.33,6.28,4.07
0.91,Good,E,SI1,64.0,61.0,3973,6.01,6.06,3.86
0.7,Very Good,F,VVS2,61.3,59.0,3974,5.69,5.73,3.5
1.02,Very Good,F,SI2,59.6,59.0,3974,6.51,6.54,3.89
1.03,Premium,F,SI2,60.2,55.0,3974,6.59,6.53,3.95
1.0,Very Good,H,SI2,63.1,58.0,3975,6.29,6.36,3.99
0.9,Very Good,D,SI2,62.2,57.0,3975,6.11,6.15,3.81
0.9,Very Good,D,SI2,61.2,54.0,3975,6.25,6.29,3.84
0.81,Ideal,E,VS2,61.5,57.0,3975,6.0,6.06,3.71
1.06,Ideal,I,SI2,62.4,57.0,3975,6.48,6.54,4.06
0.96,Good,H,SI2,61.6,59.0,3975,6.24,6.29,3.86
1.0,Fair,F,SI2,59.3,66.0,3975,6.44,6.51,3.84
0.91,Premium,G,SI1,62.2,59.0,3975,6.19,6.15,3.84
0.91,Premium,G,SI1,62.6,58.0,3975,6.17,6.14,3.85
0.91,Premium,G,SI1,62.8,58.0,3975,6.18,6.15,3.87
0.91,Premium,G,SI1,61.8,60.0,3975,6.21,6.18,3.83
0.9,Good,G,VS2,63.2,58.0,3976,6.09,6.16,3.87
1.23,Good,D,I1,63.7,58.0,3977,6.72,6.79,4.3
0.97,Very Good,F,SI2,59.6,59.0,3977,6.41,6.47,3.84
0.9,Good,G,VS1,64.5,57.0,3977,6.01,6.08,3.9
1.0,Good,F,SI2,63.7,57.0,3977,6.36,6.32,4.04
1.0,Premium,F,SI2,62.4,56.0,3977,6.35,6.31,3.95
1.06,Ideal,E,SI2,60.7,57.0,3977,6.61,6.59,4.0
1.11,Premium,I,SI1,61.9,58.0,3978,6.63,6.61,4.1
0.82,Ideal,E,SI1,61.8,53.0,3979,6.02,6.05,3.73
0.91,Good,H,VS2,62.7,62.0,3979,6.11,6.21,3.86
0.77,Ideal,D,VS2,61.6,55.0,3980,5.88,5.91,3.63
0.73,Ideal,D,VS2,61.5,55.0,3980,5.79,5.82,3.57
1.08,Good,J,VS2,64.3,58.0,3980,6.46,6.44,4.15
1.08,Fair,J,VS2,65.1,54.0,3980,6.47,6.44,4.2
0.81,Very Good,G,VVS2,63.5,55.0,3981,5.9,5.94,3.76
1.01,Premium,G,SI2,60.6,59.0,3981,6.49,6.41,3.91
1.01,Ideal,J,SI2,59.0,59.0,3982,6.57,6.61,3.89
1.02,Ideal,I,SI1,61.9,55.0,3983,6.43,6.46,3.99
1.02,Very Good,F,SI2,61.1,62.0,3984,6.49,6.54,3.98
0.83,Very Good,D,VS1,61.3,57.2,3984,6.02,6.11,3.72
0.9,Premium,G,SI1,62.2,60.0,3984,6.14,6.07,3.8
1.21,Fair,J,SI2,64.6,59.0,3984,6.74,6.64,4.32
0.95,Premium,H,SI1,62.9,58.0,3984,6.26,6.21,3.92
1.04,Ideal,H,SI1,61.3,55.0,3984,6.49,6.44,3.96
1.17,Premium,F,I1,62.2,58.0,3984,6.76,6.72,4.19
1.21,Premium,J,SI2,60.8,58.0,3984,6.93,6.88,4.19
0.93,Ideal,H,SI1,61.6,54.0,3985,6.29,6.33,3.89
1.39,Premium,I,I1,62.6,57.0,3985,7.15,7.1,4.46
0.91,Ideal,G,SI2,61.6,56.0,3985,6.24,6.22,3.84
0.92,Very Good,G,SI1,62.5,60.0,3986,6.19,6.26,3.89
1.13,Very Good,I,SI2,59.1,63.0,3987,6.85,6.82,4.04
1.13,Premium,J,SI2,62.4,59.0,3987,6.68,6.62,4.15
1.13,Premium,I,SI2,62.2,59.0,3987,6.67,6.61,4.13
1.02,Ideal,H,I1,62.1,56.0,3987,6.45,6.4,3.99
0.93,Ideal,H,SI1,62.8,56.0,3988,6.19,6.27,3.91
0.9,Premium,H,VS2,62.1,58.0,3989,6.16,6.2,3.84
0.9,Good,H,VS2,63.1,60.0,3989,6.08,6.12,3.85
0.9,Very Good,H,VS2,62.6,58.0,3989,6.14,6.22,3.87
0.9,Good,H,VS2,61.9,58.0,3989,6.14,6.18,3.81
0.9,Very Good,D,SI2,59.5,58.0,3989,6.28,6.33,3.75
0.96,Premium,D,SI2,60.0,60.0,3989,6.47,6.43,3.87
1.06,Premium,E,SI2,60.0,59.0,3989,6.64,6.59,3.97
1.05,Good,F,SI2,63.6,59.0,3989,6.4,6.36,4.06
0.7,Ideal,E,VVS2,62.3,53.7,3990,5.67,5.72,3.55
0.93,Ideal,E,SI2,62.1,55.0,3990,6.27,6.29,3.9
0.9,Ideal,D,SI2,62.7,57.0,3990,6.1,6.15,3.84
0.93,Ideal,D,SI2,62.5,55.0,3990,6.2,6.24,3.89
0.83,Ideal,D,SI1,61.3,56.0,3990,6.04,6.06,3.71
0.9,Good,G,VS2,62.0,63.0,3990,6.06,6.13,3.78
1.25,Fair,H,SI2,64.4,58.0,3990,6.82,6.71,4.36
0.73,Ideal,F,VVS1,61.8,54.0,3990,5.8,5.78,3.58
0.91,Ideal,G,SI1,62.6,56.0,3991,6.27,6.3,3.81
1.0,Very Good,J,SI2,62.8,54.0,3991,6.35,6.43,4.01
1.0,Very Good,H,SI2,64.1,54.0,3991,6.3,6.33,4.05
0.91,Very Good,F,SI1,63.7,58.0,3991,6.08,6.11,3.88
1.01,Fair,E,SI2,56.8,66.0,3991,6.63,6.58,3.75
1.0,Good,H,SI2,63.2,60.0,3991,6.27,6.33,3.98
1.0,Good,H,SI2,59.0,61.0,3991,6.42,6.46,3.8
1.01,Fair,F,SI1,66.8,60.0,3991,6.21,6.13,4.12
1.01,Ideal,I,VS1,62.8,57.0,3991,6.42,6.38,4.02
1.0,Premium,H,SI1,61.8,60.0,3991,6.37,6.31,3.92
1.08,Premium,F,SI2,62.7,58.0,3992,6.53,6.49,4.08
0.9,Very Good,I,VS2,59.3,59.0,3992,6.27,6.3,3.73
0.9,Fair,F,VS2,58.9,67.0,3992,6.18,6.17,3.64
0.9,Premium,F,SI1,62.8,59.0,3992,6.16,6.13,3.86
0.9,Very Good,F,SI1,59.6,63.0,3992,6.24,6.17,3.7
0.9,Good,F,SI1,63.9,59.0,3992,6.09,6.06,3.88
0.9,Very Good,F,SI1,63.4,62.0,3992,6.05,6.0,3.82
0.9,Ideal,F,SI1,62.4,56.0,3992,6.22,6.18,3.87
0.9,Premium,F,SI1,61.6,60.0,3992,6.19,6.14,3.8
0.9,Good,F,SI1,63.9,58.0,3992,6.08,6.03,3.87
0.91,Good,F,SI1,63.7,58.0,3993,6.1,6.17,3.91
0.74,Very Good,E,VVS1,63.5,58.0,3993,5.78,5.72,3.65
0.97,Premium,F,SI2,61.9,58.0,3993,6.35,6.31,3.92
0.91,Very Good,I,VS2,61.5,58.0,3994,6.2,6.23,3.82
0.95,Ideal,H,SI2,59.3,59.0,3994,6.42,6.46,3.82
0.91,Good,F,SI1,64.4,60.0,3994,6.05,6.1,3.91
1.06,Very Good,H,SI2,62.6,60.0,3996,6.43,6.47,4.04
0.77,Ideal,H,VS2,61.3,56.0,3996,5.91,5.94,3.63
1.02,Premium,F,SI2,58.0,60.0,3996,6.7,6.64,3.87
0.85,Very Good,E,VS2,63.6,56.0,3997,5.97,6.01,3.81
1.01,Ideal,J,SI2,61.4,56.0,3997,6.44,6.47,3.97
0.92,Ideal,D,SI2,60.3,56.0,3997,6.32,6.35,3.82
0.9,Very Good,D,SI1,61.1,63.0,3997,6.21,6.17,3.78
0.9,Very Good,D,SI1,62.4,63.0,3997,6.18,6.15,3.85
0.9,Very Good,D,SI1,62.5,63.0,3997,6.14,6.11,3.83
0.9,Premium,D,SI1,62.8,59.0,3997,6.1,6.06,3.82
0.9,Very Good,D,SI1,63.2,62.0,3997,6.13,6.06,3.85
1.03,Ideal,I,SI2,62.2,57.0,3997,6.5,6.46,4.03
1.01,Very Good,I,SI2,63.7,57.0,3998,6.32,6.36,4.04
1.01,Very Good,J,SI1,62.8,57.0,3998,6.37,6.41,4.01
0.91,Very Good,H,SI1,59.2,60.0,3998,6.3,6.41,3.76
1.02,Premium,H,SI2,62.4,59.0,3998,6.42,6.37,3.99
1.02,Good,I,SI1,64.2,53.0,3998,6.3,6.26,4.03
1.0,Premium,G,SI2,59.0,62.0,3998,6.52,6.47,3.83
1.19,Premium,H,SI2,61.5,58.0,3998,6.88,6.78,4.2
1.02,Very Good,H,SI2,63.5,60.0,3998,6.33,6.24,3.99
1.0,Premium,G,SI2,62.2,57.0,3998,6.29,6.25,3.9
1.01,Good,H,SI2,63.7,55.0,3999,6.32,6.37,4.04
1.01,Premium,H,SI2,59.4,59.0,3999,6.53,6.56,3.89
0.7,Ideal,E,VS1,61.2,56.0,4000,5.72,5.75,3.51
1.07,Very Good,I,SI1,58.4,60.0,4001,6.68,6.78,3.93
0.9,Ideal,G,SI1,61.6,57.0,4001,6.17,6.24,3.82
1.03,Good,G,SI2,63.7,60.0,4001,6.35,6.28,4.02
0.99,Very Good,J,SI1,60.3,57.0,4002,6.44,6.49,3.9
0.7,Very Good,D,VS1,59.3,55.0,4003,5.86,5.83,3.47
0.89,Very Good,E,SI1,62.7,57.0,4003,6.08,6.13,3.83
1.01,Ideal,G,SI1,62.9,57.0,4004,6.37,6.3,3.98
1.01,Very Good,F,SI2,60.7,57.0,4004,6.42,6.46,3.91
1.01,Good,F,SI2,63.1,58.0,4004,6.34,6.38,4.01
1.0,Good,E,SI2,60.5,61.0,4004,6.31,6.38,3.84
1.0,Very Good,E,SI2,58.8,62.0,4004,6.5,6.53,3.83
1.0,Very Good,E,SI2,59.5,63.0,4004,6.41,6.47,3.83
1.0,Very Good,E,SI2,59.1,61.0,4004,6.39,6.44,3.79
1.02,Very Good,H,SI2,58.3,61.0,4004,6.57,6.63,3.85
0.9,Very Good,F,SI1,63.3,55.0,4004,6.05,6.08,3.84
0.9,Good,F,SI1,58.8,60.0,4004,6.22,6.26,3.67
1.01,Fair,G,SI1,64.2,59.0,4004,6.31,6.28,4.04
1.01,Good,D,SI2,64.0,59.0,4004,6.34,6.28,4.04
1.1,Premium,H,SI2,59.5,57.0,4004,6.81,6.74,4.03
1.1,Premium,H,SI2,62.8,55.0,4004,6.68,6.57,4.16
0.75,Very Good,E,VVS2,62.8,57.0,4005,5.74,5.78,3.62
0.9,Ideal,H,VS2,62.6,57.0,4007,6.19,6.15,3.86
0.75,Ideal,D,VS1,62.0,58.0,4007,5.77,5.84,3.6
0.71,Ideal,H,IF,61.2,56.0,4007,5.76,5.86,3.54
1.06,Premium,I,SI2,58.4,58.0,4007,6.7,6.65,3.9
0.9,Premium,D,SI2,62.9,56.0,4007,6.19,6.09,3.86
0.9,Ideal,D,SI2,62.4,56.0,4007,6.24,6.16,3.87
1.01,Premium,F,SI2,61.8,59.0,4008,6.41,6.31,3.93
1.03,Ideal,J,SI2,62.1,54.0,4008,6.47,6.51,4.03
0.9,Ideal,G,SI1,61.6,58.0,4008,6.16,6.21,3.81
0.9,Good,G,SI1,62.5,62.0,4008,6.04,6.09,3.79
